example_id                                                             | status | run_time        |
./spec/controllers/grooms_controller_spec.rb[1:6:3]                    | passed | 0.01185 seconds |
./spec/controllers/grooms_controller_spec.rb[1:6:4:1]                  | passed | 0.00928 seconds |
./spec/controllers/grooms_controller_spec.rb[1:7:1]                    | passed | 0.01141 seconds |
./spec/controllers/grooms_controller_spec.rb[1:7:2]                    | passed | 0.01636 seconds |
./spec/controllers/grooms_controller_spec.rb[1:7:3]                    | passed | 0.01212 seconds |
./spec/controllers/grooms_controller_spec.rb[1:7:4:1]                  | passed | 0.00935 seconds |
./spec/controllers/grooms_controller_spec.rb[1:7:4:2]                  | passed | 0.00849 seconds |
./spec/controllers/orders_controller_spec.rb[1:1:1]                    | passed | 0.00846 seconds |
./spec/controllers/orders_controller_spec.rb[1:1:2]                    | passed | 0.00581 seconds |
./spec/controllers/orders_controller_spec.rb[1:1:3]                    | passed | 0.01145 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:1:1]                  | passed | 0.01099 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:1:2]                  | passed | 0.0127 seconds  |
./spec/controllers/orders_controller_spec.rb[1:2:1:3]                  | passed | 0.01755 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:1:4]                  | passed | 0.0268 seconds  |
./spec/controllers/orders_controller_spec.rb[1:2:1:5]                  | passed | 0.01295 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:1:6]                  | passed | 0.0112 seconds  |
./spec/controllers/orders_controller_spec.rb[1:2:2:1]                  | passed | 0.00801 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:3:1]                  | passed | 0.06463 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:4:1]                  | passed | 0.00846 seconds |
./spec/controllers/orders_controller_spec.rb[1:2:5:1]                  | passed | 0.03257 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:1:1]                | passed | 0.00764 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:1:2]                | passed | 0.00881 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:1:3]                | passed | 0.00756 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:1:4]                | passed | 0.00891 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:1:5]                | passed | 0.00816 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:2:1]                | passed | 0.00785 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:2:2]                | passed | 0.00714 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:2:3]                | passed | 0.01132 seconds |
./spec/controllers/payments_controller_spec.rb[1:1:3]                  | passed | 0.00506 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:1:1]                | passed | 0.00671 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:1:2]                | passed | 0.00748 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:1:3]                | passed | 0.00702 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:1:4]                | passed | 0.00557 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:2:1]                | passed | 0.00591 seconds |
./spec/controllers/payments_controller_spec.rb[1:2:3:1]                | passed | 0.00611 seconds |
./spec/controllers/pets_controller_spec.rb[1:1:1]                      | passed | 0.0053 seconds  |
./spec/controllers/pets_controller_spec.rb[1:1:2]                      | passed | 0.00541 seconds |
./spec/controllers/pets_controller_spec.rb[1:1:3]                      | passed | 0.00752 seconds |
./spec/controllers/pets_controller_spec.rb[1:2:1]                      | passed | 0.00847 seconds |
./spec/controllers/pets_controller_spec.rb[1:2:2]                      | passed | 0.00715 seconds |
./spec/controllers/pets_controller_spec.rb[1:2:3]                      | passed | 0.00888 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:1:1]                    | passed | 0.00661 seconds |
./spec/controllers/pets_controller_spec.rb[1:3:1:2]                    | passed | 0.00672 seconds |
